m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13629"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6278"
"2012-11-01 00:00:00","c#","12247"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12358"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","640"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11829"
"2012-11-01 00:00:00","python","6403"
"2012-11-01 00:00:00","swift","2"
"2012-12-01 00:00:00","java","12448"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10967"
"2012-12-01 00:00:00","c","2572"
"2012-12-01 00:00:00","python","5765"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5692"
"2012-12-01 00:00:00","javascript","11754"
"2012-12-01 00:00:00","ruby","1906"
"2012-12-01 00:00:00","php","11121"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","558"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13737"
"2013-01-01 00:00:00","c#","12778"
"2013-01-01 00:00:00","c","2910"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","delphi","483"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6585"
"2013-01-01 00:00:00","perl","667"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12915"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12596"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12501"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6068"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6735"
"2013-02-01 00:00:00","c","3096"
"2013-02-01 00:00:00","javascript","13637"
"2013-02-01 00:00:00","perl","753"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13717"
"2013-02-01 00:00:00","swift","5"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","364"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15941"
"2013-03-01 00:00:00","c#","14259"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7189"
"2013-03-01 00:00:00","php","14193"
"2013-03-01 00:00:00","perl","861"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15315"
"2013-03-01 00:00:00","python","7641"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13909"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7950"
"2013-04-01 00:00:00","c++","7144"
"2013-04-01 00:00:00","java","16260"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3539"
"2013-04-01 00:00:00","perl","851"
"2013-04-01 00:00:00","javascript","15357"
"2013-04-01 00:00:00","delphi","512"
"2013-04-01 00:00:00","ruby","2465"
"2013-04-01 00:00:00","r","1840"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13483"
"2013-05-01 00:00:00","javascript","15087"
"2013-05-01 00:00:00","java","15338"
"2013-05-01 00:00:00","c#","13514"
"2013-05-01 00:00:00","c","3202"
"2013-05-01 00:00:00","php","13192"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6852"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7832"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","918"
"2013-05-01 00:00:00","r","1784"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13991"
"2013-06-01 00:00:00","assembly","299"
"2013-06-01 00:00:00","c#","12831"
"2013-06-01 00:00:00","c","2952"
"2013-06-01 00:00:00","c++","6206"
"2013-06-01 00:00:00","perl","849"
"2013-06-01 00:00:00","python","7617"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14653"
"2013-06-01 00:00:00","php","12820"
"2013-06-01 00:00:00","ruby","2228"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6590"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14236"
"2013-07-01 00:00:00","php","14455"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3029"
"2013-07-01 00:00:00","python","8644"
"2013-07-01 00:00:00","javascript","16889"
"2013-07-01 00:00:00","perl","984"
"2013-07-01 00:00:00","java","15257"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16895"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3015"
"2013-08-01 00:00:00","c#","13898"
"2013-08-01 00:00:00","java","15119"
"2013-08-01 00:00:00","php","14449"
"2013-08-01 00:00:00","c++","6267"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","853"
"2013-08-01 00:00:00","python","7959"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2490"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16327"
"2013-09-01 00:00:00","delphi","489"
"2013-09-01 00:00:00","assembly","293"
"2013-09-01 00:00:00","php","14372"
"2013-09-01 00:00:00","c++","6579"
"2013-09-01 00:00:00","c#","13807"
"2013-09-01 00:00:00","c","3406"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17796"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","705"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7987"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c++","7998"
"2013-10-01 00:00:00","java","18808"
"2013-10-01 00:00:00","c#","15241"
"2013-10-01 00:00:00","delphi","524"
"2013-10-01 00:00:00","javascript","19823"
"2013-10-01 00:00:00","c","4246"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","837"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2101"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15472"
"2013-10-01 00:00:00","python","9523"
"2013-11-01 00:00:00","java","18841"
"2013-11-01 00:00:00","c#","14651"
"2013-11-01 00:00:00","go","210"
"2013-11-01 00:00:00","javascript","18580"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8164"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15035"
"2013-11-01 00:00:00","python","9524"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","838"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2191"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7034"
"2013-12-01 00:00:00","c","3507"
"2013-12-01 00:00:00","java","17535"
"2013-12-01 00:00:00","c#","13676"
"2013-12-01 00:00:00","python","8490"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","782"
"2013-12-01 00:00:00","javascript","18108"
"2013-12-01 00:00:00","swift","9"
"2013-12-01 00:00:00","r","1911"
"2013-12-01 00:00:00","ruby","2451"
"2013-12-01 00:00:00","php","14566"
"2014-01-01 00:00:00","php","16965"
"2014-01-01 00:00:00","c#","15391"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7713"
"2014-01-01 00:00:00","python","9860"
"2014-01-01 00:00:00","c","3740"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21202"
"2014-01-01 00:00:00","perl","825"
"2014-01-01 00:00:00","java","18758"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2357"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21258"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3981"
"2014-02-01 00:00:00","c#","15163"
"2014-02-01 00:00:00","java","19373"
"2014-02-01 00:00:00","php","16718"
"2014-02-01 00:00:00","c++","7703"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","815"
"2014-02-01 00:00:00","python","9934"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2615"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16240"
"2014-03-01 00:00:00","python","11449"
"2014-03-01 00:00:00","c++","8695"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22051"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4578"
"2014-03-01 00:00:00","perl","938"
"2014-03-01 00:00:00","javascript","22746"
"2014-03-01 00:00:00","php","18506"
"2014-03-01 00:00:00","ruby","2954"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4025"
"2014-04-01 00:00:00","perl","841"
"2014-04-01 00:00:00","c#","15393"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20992"
"2014-04-01 00:00:00","assembly","366"
"2014-04-01 00:00:00","javascript","21551"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17878"
"2014-04-01 00:00:00","c++","8152"
"2014-04-01 00:00:00","python","10804"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","ruby","2751"
"2014-05-01 00:00:00","java","18049"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3275"
"2014-05-01 00:00:00","python","9289"
"2014-05-01 00:00:00","c++","6812"
"2014-05-01 00:00:00","c#","13965"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2683"
"2014-05-01 00:00:00","javascript","19897"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","818"
"2014-05-01 00:00:00","r","2589"
"2014-05-01 00:00:00","php","14927"
"2014-06-01 00:00:00","java","15980"
"2014-06-01 00:00:00","delphi","415"
"2014-06-01 00:00:00","javascript","18395"
"2014-06-01 00:00:00","python","8942"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12579"
"2014-06-01 00:00:00","c","2777"
"2014-06-01 00:00:00","c++","5691"
"2014-06-01 00:00:00","perl","701"
"2014-06-01 00:00:00","php","13159"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2413"
"2014-07-01 00:00:00","javascript","20217"
"2014-07-01 00:00:00","c++","6291"
"2014-07-01 00:00:00","c#","13754"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17441"
"2014-07-01 00:00:00","c","2844"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14412"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","756"
"2014-07-01 00:00:00","python","9949"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2565"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15798"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12554"
"2014-08-01 00:00:00","c","2684"
"2014-08-01 00:00:00","c++","5897"
"2014-08-01 00:00:00","perl","699"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9138"
"2014-08-01 00:00:00","javascript","18539"
"2014-08-01 00:00:00","r","2482"
"2014-08-01 00:00:00","php","13326"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2479"
"2014-09-01 00:00:00","c#","12373"
"2014-09-01 00:00:00","assembly","288"
"2014-09-01 00:00:00","c++","6216"
"2014-09-01 00:00:00","python","8796"
"2014-09-01 00:00:00","java","16772"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3240"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18200"
"2014-09-01 00:00:00","perl","698"
"2014-09-01 00:00:00","ruby","2282"
"2014-09-01 00:00:00","php","13482"
"2014-09-01 00:00:00","swift","1907"
"2014-09-01 00:00:00","r","2370"
"2014-10-01 00:00:00","c#","12618"
"2014-10-01 00:00:00","javascript","18986"
"2014-10-01 00:00:00","java","17969"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6855"
"2014-10-01 00:00:00","php","13726"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3812"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","659"
"2014-10-01 00:00:00","python","9603"
"2014-10-01 00:00:00","delphi","411"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17918"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11925"
"2014-11-01 00:00:00","c++","6580"
"2014-11-01 00:00:00","python","9600"
"2014-11-01 00:00:00","c","3685"
"2014-11-01 00:00:00","ruby","2119"
"2014-11-01 00:00:00","javascript","18043"
"2014-11-01 00:00:00","perl","665"
"2014-11-01 00:00:00","swift","2569"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13151"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6099"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11141"
"2014-12-01 00:00:00","go","351"
"2014-12-01 00:00:00","php","12458"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9066"
"2014-12-01 00:00:00","c","3164"
"2014-12-01 00:00:00","javascript","17058"
"2014-12-01 00:00:00","perl","579"
"2014-12-01 00:00:00","ruby","2155"
"2014-12-01 00:00:00","java","16439"
"2014-12-01 00:00:00","swift","2497"
"2014-12-01 00:00:00","r","2363"
"2015-01-01 00:00:00","javascript","18609"
"2015-01-01 00:00:00","c","3222"
"2015-01-01 00:00:00","c#","11810"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16618"
"2015-01-01 00:00:00","c++","6156"
"2015-01-01 00:00:00","delphi","382"
"2015-01-01 00:00:00","php","13750"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","606"
"2015-01-01 00:00:00","python","9721"
"2015-01-01 00:00:00","r","2703"
"2015-01-01 00:00:00","ruby","2437"
"2015-01-01 00:00:00","swift","3070"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16822"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13622"
"2015-02-01 00:00:00","c","3379"
"2015-02-01 00:00:00","c++","6494"
"2015-02-01 00:00:00","perl","572"
"2015-02-01 00:00:00","c#","11848"
"2015-02-01 00:00:00","python","10231"
"2015-02-01 00:00:00","javascript","18740"
"2015-02-01 00:00:00","r","2979"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2260"
"2015-02-01 00:00:00","swift","3247"
"2015-03-01 00:00:00","assembly","390"
"2015-03-01 00:00:00","javascript","20620"
"2015-03-01 00:00:00","c","3925"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","664"
"2015-03-01 00:00:00","c#","13314"
"2015-03-01 00:00:00","java","19843"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15051"
"2015-03-01 00:00:00","python","11648"
"2015-03-01 00:00:00","r","3572"
"2015-03-01 00:00:00","c++","7410"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15095"
"2015-04-01 00:00:00","java","19878"
"2015-04-01 00:00:00","c++","7162"
"2015-04-01 00:00:00","c","3962"
"2015-04-01 00:00:00","javascript","20978"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13145"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11479"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2509"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4032"
"2015-04-01 00:00:00","r","3333"
"2015-05-01 00:00:00","java","18601"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6840"
"2015-05-01 00:00:00","javascript","22228"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13428"
"2015-05-01 00:00:00","python","11249"
"2015-05-01 00:00:00","c","3532"
"2015-05-01 00:00:00","r","3433"
"2015-05-01 00:00:00","php","14683"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","538"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22685"
"2015-06-01 00:00:00","perl","594"
"2015-06-01 00:00:00","java","17909"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13586"
"2015-06-01 00:00:00","r","3438"
"2015-06-01 00:00:00","c","3175"
"2015-06-01 00:00:00","python","11835"
"2015-06-01 00:00:00","php","14478"
"2015-06-01 00:00:00","go","423"
"2015-06-01 00:00:00","c++","6534"
"2015-06-01 00:00:00","ruby","2582"
"2015-06-01 00:00:00","swift","4339"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18753"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14172"
"2015-07-01 00:00:00","c++","6726"
"2015-07-01 00:00:00","ruby","2587"
"2015-07-01 00:00:00","c","2820"
"2015-07-01 00:00:00","php","15503"
"2015-07-01 00:00:00","javascript","24067"
"2015-07-01 00:00:00","perl","591"
"2015-07-01 00:00:00","swift","5160"
"2015-07-01 00:00:00","python","12361"
"2015-07-01 00:00:00","r","3985"
"2015-08-01 00:00:00","c#","13285"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11254"
"2015-08-01 00:00:00","c++","5890"
"2015-08-01 00:00:00","java","17134"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2585"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22210"
"2015-08-01 00:00:00","r","3497"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5097"
"2015-08-01 00:00:00","php","14345"
"2015-09-01 00:00:00","c","3091"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","485"
"2015-09-01 00:00:00","javascript","21475"
"2015-09-01 00:00:00","java","16998"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12954"
"2015-09-01 00:00:00","r","3336"
"2015-09-01 00:00:00","python","10995"
"2015-09-01 00:00:00","php","13608"
"2015-09-01 00:00:00","c++","5926"
"2015-09-01 00:00:00","ruby","2166"
"2015-09-01 00:00:00","swift","4566"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18594"
"2015-10-01 00:00:00","c","3686"
"2015-10-01 00:00:00","c#","12838"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7065"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12528"
"2015-10-01 00:00:00","perl","517"
"2015-10-01 00:00:00","javascript","21879"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","14001"
"2015-10-01 00:00:00","swift","4316"
"2015-11-01 00:00:00","java","17827"
"2015-11-01 00:00:00","javascript","21331"
"2015-11-01 00:00:00","python","12332"
"2015-11-01 00:00:00","delphi","392"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3622"
"2015-11-01 00:00:00","c++","7103"
"2015-11-01 00:00:00","c#","12424"
"2015-11-01 00:00:00","perl","475"
"2015-11-01 00:00:00","php","13414"
"2015-11-01 00:00:00","ruby","1962"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4330"
"2015-12-01 00:00:00","java","16598"
"2015-12-01 00:00:00","c#","12192"
"2015-12-01 00:00:00","c++","6577"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21143"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3094"
"2015-12-01 00:00:00","php","13858"
"2015-12-01 00:00:00","perl","488"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3184"
"2015-12-01 00:00:00","python","11677"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4389"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16682"
"2016-01-01 00:00:00","c#","12406"
"2016-01-01 00:00:00","c","3054"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6115"
"2016-01-01 00:00:00","php","14670"
"2016-01-01 00:00:00","perl","464"
"2016-01-01 00:00:00","ruby","2150"
"2016-01-01 00:00:00","javascript","22568"
"2016-01-01 00:00:00","python","12388"
"2016-01-01 00:00:00","swift","4804"
"2016-01-01 00:00:00","r","3540"
"2016-02-01 00:00:00","c#","12784"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","python","13282"
"2016-02-01 00:00:00","c++","6576"
"2016-02-01 00:00:00","java","17893"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3285"
"2016-02-01 00:00:00","delphi","357"
"2016-02-01 00:00:00","javascript","22528"
"2016-02-01 00:00:00","perl","515"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","15005"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3602"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19958"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13662"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3462"
"2016-03-01 00:00:00","r","4048"
"2016-03-01 00:00:00","python","14108"
"2016-03-01 00:00:00","perl","483"
"2016-03-01 00:00:00","javascript","24147"
"2016-03-01 00:00:00","php","15218"
"2016-03-01 00:00:00","c++","7049"
"2016-03-01 00:00:00","ruby","2266"
"2016-03-01 00:00:00","swift","5091"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13760"
"2016-04-01 00:00:00","python","13699"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19537"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6914"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","507"
"2016-04-01 00:00:00","javascript","23501"
"2016-04-01 00:00:00","ruby","2215"
"2016-04-01 00:00:00","php","14546"
"2016-04-01 00:00:00","r","4134"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23057"
"2016-05-01 00:00:00","c#","13549"
"2016-05-01 00:00:00","c","2726"
"2016-05-01 00:00:00","python","13157"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17094"
"2016-05-01 00:00:00","ruby","2132"
"2016-05-01 00:00:00","c++","6147"
"2016-05-01 00:00:00","php","14522"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","501"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15953"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3868"
"2016-06-01 00:00:00","php","13719"
"2016-06-01 00:00:00","c","2309"
"2016-06-01 00:00:00","c#","13112"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5732"
"2016-06-01 00:00:00","javascript","22202"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","453"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12945"
"2016-06-01 00:00:00","swift","4813"
"2016-07-01 00:00:00","c++","5484"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12055"
"2016-07-01 00:00:00","java","14979"
"2016-07-01 00:00:00","javascript","22236"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2352"
"2016-07-01 00:00:00","ruby","1905"
"2016-07-01 00:00:00","php","12986"
"2016-07-01 00:00:00","swift","4953"
"2016-07-01 00:00:00","perl","439"
"2016-07-01 00:00:00","python","12860"
"2016-07-01 00:00:00","r","3749"
"2016-08-01 00:00:00","python","12936"
"2016-08-01 00:00:00","java","15213"
"2016-08-01 00:00:00","assembly","257"
"2016-08-01 00:00:00","javascript","22713"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12763"
"2016-08-01 00:00:00","perl","474"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5026"
"2016-08-01 00:00:00","php","12940"
"2016-08-01 00:00:00","swift","4917"
"2016-08-01 00:00:00","go","576"
"2016-08-01 00:00:00","r","3789"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14718"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11147"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2519"
"2016-09-01 00:00:00","php","12210"
"2016-09-01 00:00:00","python","12375"
"2016-09-01 00:00:00","perl","475"
"2016-09-01 00:00:00","javascript","20482"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5153"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4880"
"2016-10-01 00:00:00","php","12318"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11494"
"2016-10-01 00:00:00","c++","5992"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3219"
"2016-10-01 00:00:00","python","13536"
"2016-10-01 00:00:00","javascript","20480"
"2016-10-01 00:00:00","java","15372"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","419"
"2016-10-01 00:00:00","swift","4738"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3277"
"2016-11-01 00:00:00","c#","11691"
"2016-11-01 00:00:00","javascript","20547"
"2016-11-01 00:00:00","python","14222"
"2016-11-01 00:00:00","assembly","415"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15688"
